period,org_code,org_name,region,attendances_type1,attendances_type2,attendances_type3,attendances_type1_booked,attendances_type2_booked,attendances_type3_booked,over_4hrs_type1,over_4hrs_type2,over_4hrs_type3,over_4hrs_type1_booked,over_4hrs_type2_booked,over_4hrs_type3_booked,wait_4_12h_dta,wait_12h_plus_dta,emergency_admissions_type1,emergency_admissions_type2,emergency_admissions_type3,emergency_admissions_other,total_attendances,total_over_4_hours,in_4_hours,pct_in_4_hours,total_emergency_admissions,source_file
2024-10-01,C83023,SLEAFORD MEDICAL GROUP,NHS ENGLAND MIDLANDS,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,434,0,434,100.0,1,Monthly-AE-October-2024-revised.csv
2024-10-01,DT301,HERTS URGENT CARE (ASCOTS LANE),NHS ENGLAND EAST OF ENGLAND,0,0,2202,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2202,60,2142,97.27520435967303,0,Monthly-AE-October-2024-revised.csv
2024-10-01,G0Q0L,BARKING HOSPITAL UTC,NHS ENGLAND LONDON,0,0,3009,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3009,8,3001,99.7341309405118,0,Monthly-AE-October-2024-revised.csv
2024-10-01,K6K0R,HAROLD WOOD POLYCLINIC UTC,NHS ENGLAND LONDON,0,0,2924,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2924,10,2914,99.65800273597812,0,Monthly-AE-October-2024-revised.csv
2024-10-01,L83087,OKEHAMPTON MEDICAL CENTRE,NHS ENGLAND SOUTH WEST,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,82,100.0,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,NHS ENGLAND SOUTH EAST,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,2300,100.0,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NL7,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),NHS ENGLAND MIDLANDS,0,0,3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3896,0,3896,100.0,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NLX,SIRONA CARE & HEALTH,NHS ENGLAND SOUTH WEST,0,0,8546,0,0,327,0,0,516,0,0,41,0,0,0,0,0,0,8873,557,8316,93.72252902062436,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NNF09,BRANSHOLME HEALTH CENTRE,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,3742,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,3742,219,3523,94.14751469802245,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NNF16,BRIDLINGTON HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,1507,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1507,8,1499,99.46914399469144,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NNF94,EAST RIDING COMMUNITY HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,2749,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,2749,129,2620,95.30738450345581,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NNFA7,GOOLE & DISTRICT HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,1612,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1612,13,1599,99.19354838709677,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NNJ,DHU HEALTH CARE C.I.C,NHS ENGLAND MIDLANDS,0,0,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,1960,100.0,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NNJ07,LOUGHBOROUGH URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,0,0,6146,0,0,610,0,0,30,0,0,0,0,0,0,0,0,0,6756,30,6726,99.55595026642985,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NNJ0H,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,NHS ENGLAND MIDLANDS,0,0,210,0,0,2194,0,0,1,0,0,0,0,0,0,0,0,0,2404,1,2403,99.95840266222962,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NNJ12,MARKET HARBOROUGH,NHS ENGLAND MIDLANDS,0,0,85,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,425,0,425,100.0,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NNJ13,MELTON MOWBRAY,NHS ENGLAND MIDLANDS,0,0,69,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,439,0,439,100.0,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NNJ14,OADBY,NHS ENGLAND MIDLANDS,0,0,526,0,0,2484,0,0,0,0,0,0,0,0,0,0,0,0,3010,0,3010,100.0,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NNJ15,OAKHAM,NHS ENGLAND MIDLANDS,0,0,57,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,419,0,419,100.0,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NQT51,STATION PLAZA HEALTH CENTRE,NHS ENGLAND SOUTH EAST,0,0,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,0,1138,100.0,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NQT5F,SKELMERSDALE WALK IN CENTRE,NHS ENGLAND NORTH WEST,0,0,1873,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1873,12,1861,99.35931660437801,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NQT5H,PAULTON MEMORIAL HOSPITAL,NHS ENGLAND SOUTH WEST,0,0,1044,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1044,6,1038,99.42528735632185,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NQTE4,SUMMERFIELD URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,0,0,3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3204,0,3204,100.0,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NR3,NOTTINGHAM CITYCARE PARTNERSHIP,NHS ENGLAND MIDLANDS,0,0,5696,0,0,257,0,0,381,0,0,1,0,0,0,0,0,0,5953,382,5571,93.58306736099446,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,NHS ENGLAND SOUTH EAST,0,0,5533,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,5533,126,5407,97.72275438279415,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,NHS ENGLAND SOUTH EAST,0,0,5788,0,0,197,0,0,88,0,0,0,0,0,0,0,0,0,5985,88,5897,98.52965747702589,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NTV0B,ASHFORD WALK-IN-CENTRE,NHS ENGLAND SOUTH EAST,0,0,2395,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,2395,47,2348,98.0375782881002,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NTV0W,WOKING WALK IN CENTRE,NHS ENGLAND SOUTH EAST,0,0,2422,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,2422,47,2375,98.05945499587118,0,Monthly-AE-October-2024-revised.csv
2024-10-01,NV693,ROSSENDALE MIU & OOH,NHS ENGLAND NORTH WEST,0,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,0,1037,100.0,0,Monthly-AE-October-2024-revised.csv
2024-10-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,25876,2943,11962,3669,534,887,12120,75,632,1631,20,90,4129,278,5939,136,173,457,45871,14568,31303,68.24137254474505,6705,Monthly-AE-October-2024-revised.csv
2024-10-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,12481,1230,6020,553,0,1411,5966,44,284,274,0,59,925,2,4875,11,0,1509,21695,6627,15068,69.45379119612814,6395,Monthly-AE-October-2024-revised.csv
2024-10-01,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,13526,0,4825,0,0,0,5454,0,0,0,0,0,898,214,4188,4,0,2535,18351,5454,12897,70.2795487984306,6727,Monthly-AE-October-2024-revised.csv
2024-10-01,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,NHS ENGLAND MIDLANDS,0,0,3110,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3110,12,3098,99.61414790996784,0,Monthly-AE-October-2024-revised.csv
2024-10-01,R1F,ISLE OF WIGHT NHS TRUST,NHS ENGLAND SOUTH EAST,4072,291,1357,20,0,14,1920,0,0,6,0,0,263,121,985,0,0,318,5754,1926,3828,66.52763295099062,1303,Monthly-AE-October-2024-revised.csv
2024-10-01,R1H,BARTS HEALTH NHS TRUST,NHS ENGLAND LONDON,25988,975,17703,0,0,0,11891,45,1311,0,0,0,1195,1199,4595,1,48,1169,44666,13247,31419,70.34209465812923,5813,Monthly-AE-October-2024-revised.csv
2024-10-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,13495,0,14954,0,0,0,7150,0,100,0,0,0,691,674,6502,0,0,293,28449,7250,21199,74.5158002038736,6795,Monthly-AE-October-2024-revised.csv
2024-10-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,6970,0,1411,771,0,7,2175,0,0,189,0,0,378,30,2445,0,0,1104,9159,2364,6795,74.18932197838193,3549,Monthly-AE-October-2024-revised.csv
2024-10-01,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,16097,2388,0,0,0,0,5977,232,0,0,0,0,1286,440,5485,12,0,1522,18485,6209,12276,66.41060319177711,7019,Monthly-AE-October-2024-revised.csv
2024-10-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,6217,0,3264,388,0,139,2976,0,12,143,0,0,397,149,2091,0,0,1249,10008,3131,6877,68.71502797761791,3340,Monthly-AE-October-2024-revised.csv
2024-10-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9611,1056,3218,0,0,0,2598,0,0,0,0,0,754,62,2692,0,39,1456,13885,2598,11287,81.28916096507022,4187,Monthly-AE-October-2024-revised.csv
2024-10-01,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,31183,0,5670,4,0,1,10649,0,274,3,0,0,3190,40,9034,0,228,1274,36858,10926,25932,70.3565033371317,10536,Monthly-AE-October-2024-revised.csv
2024-10-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,17893,0,8899,0,0,0,6677,0,119,0,0,0,1116,835,4011,0,0,597,26792,6796,19996,74.63421916990146,4608,Monthly-AE-October-2024-revised.csv
2024-10-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NHS ENGLAND LONDON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,,41,Monthly-AE-October-2024-revised.csv
2024-10-01,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,NHS ENGLAND LONDON,8680,489,6834,73,0,110,4763,11,622,33,0,10,285,848,1507,0,157,77,16186,5439,10747,66.39688619794885,1741,Monthly-AE-October-2024-revised.csv
2024-10-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,6235,0,6588,0,0,0,3739,0,63,0,0,0,468,13,2080,0,0,100,12823,3802,9021,70.35015207049832,2180,Monthly-AE-October-2024-revised.csv
2024-10-01,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,7198,0,8157,0,0,0,3440,0,271,0,0,0,264,421,2347,0,199,288,15355,3711,11644,75.83197655486812,2834,Monthly-AE-October-2024-revised.csv
2024-10-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,4194,0,0,384,0,4079,1726,0,0,88,0,2,213,41,1880,0,0,506,8657,1816,6841,79.0227561510916,2386,Monthly-AE-October-2024-revised.csv
2024-10-01,RBK,WALSALL HEALTHCARE NHS TRUST,NHS ENGLAND MIDLANDS,10098,0,4486,23,0,151,3507,0,285,7,0,0,1168,100,4238,0,0,737,14758,3799,10959,74.25802954329855,4975,Monthly-AE-October-2024-revised.csv
2024-10-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,8011,0,3133,0,0,224,4446,0,13,0,0,2,471,878,2161,0,0,1920,11368,4461,6907,60.758268824771285,4081,Monthly-AE-October-2024-revised.csv
2024-10-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,17574,0,7443,449,0,0,6758,0,147,78,0,0,610,393,7520,0,7,720,25466,6983,18483,72.57912510798712,8247,Monthly-AE-October-2024-revised.csv
2024-10-01,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,,173,Monthly-AE-October-2024-revised.csv
2024-10-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,5891,0,0,0,0,0,1058,0,0,0,0,0,0,0,951,0,0,336,5891,1058,4833,82.04040061110167,1287,Monthly-AE-October-2024-revised.csv
2024-10-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,7453,0,2880,0,0,72,4423,0,43,0,0,9,605,636,2615,0,0,1171,10405,4475,5930,56.99183085055262,3786,Monthly-AE-October-2024-revised.csv
2024-10-01,RBV,THE CHRISTIE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,0,,745,Monthly-AE-October-2024-revised.csv
2024-10-01,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,16766,0,8207,0,0,865,6847,0,0,0,0,0,81,49,4735,0,0,2331,25838,6847,18991,73.50027091880176,7066,Monthly-AE-October-2024-revised.csv
2024-10-01,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,11390,397,6558,0,0,0,6641,0,240,0,0,0,969,785,4848,0,0,1624,18345,6881,11464,62.49114200054511,6472,Monthly-AE-October-2024-revised.csv
2024-10-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,5070,0,900,330,0,15,1663,0,0,76,0,0,430,52,1145,0,0,331,6315,1739,4576,72.46239113222487,1476,Monthly-AE-October-2024-revised.csv
2024-10-01,RCF,AIREDALE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,6010,243,0,439,0,0,2557,0,0,0,0,0,509,212,1591,0,0,543,6692,2557,4135,61.790197250448294,2134,Monthly-AE-October-2024-revised.csv
2024-10-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,4852,0,334,353,0,34,420,0,0,31,0,0,7,0,1148,0,0,143,5573,451,5122,91.90741073030684,1291,Monthly-AE-October-2024-revised.csv
2024-10-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",NHS ENGLAND EAST OF ENGLAND,6749,0,1170,0,0,0,2652,0,0,0,0,0,328,95,2041,0,0,317,7919,2652,5267,66.51092309635055,2358,Monthly-AE-October-2024-revised.csv
2024-10-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,8824,0,0,0,0,0,3593,0,0,0,0,0,742,123,2539,0,12,1668,8824,3593,5231,59.281504986400726,4219,Monthly-AE-October-2024-revised.csv
2024-10-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,8699,0,5036,532,0,179,3453,0,127,202,0,0,758,0,2139,0,0,469,14446,3782,10664,73.81974248927038,2608,Monthly-AE-October-2024-revised.csv
2024-10-01,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,14759,0,12190,830,0,276,7564,0,282,0,0,0,1263,541,6386,0,386,1167,28055,7846,20209,72.03350561397255,7939,Monthly-AE-October-2024-revised.csv
2024-10-01,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,0,0,11958,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,11958,86,11872,99.28081618999833,0,Monthly-AE-October-2024-revised.csv
2024-10-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,23210,1062,11372,0,0,0,11292,1,135,0,0,0,2018,259,6400,0,0,108,35644,11428,24216,67.93850297385254,6508,Monthly-AE-October-2024-revised.csv
2024-10-01,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,,4,Monthly-AE-October-2024-revised.csv
2024-10-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,NHS ENGLAND SOUTH WEST,6319,0,11920,0,0,0,3890,0,855,0,0,0,565,689,2354,0,46,1313,18239,4745,13494,73.98431931575196,3713,Monthly-AE-October-2024-revised.csv
2024-10-01,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,16042,1858,8708,551,0,0,8082,81,339,114,0,0,2014,1021,5136,0,0,3252,27159,8616,18543,68.27570970948857,8388,Monthly-AE-October-2024-revised.csv
2024-10-01,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,1427,0,0,139,0,0,146,0,0,0,0,0,0,0,113,0,8,1566,146,1420,90.67688378033206,121,Monthly-AE-October-2024-revised.csv
2024-10-01,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,,185,Monthly-AE-October-2024-revised.csv
2024-10-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",NHS ENGLAND LONDON,13771,2423,13337,0,0,0,6197,322,153,0,0,0,759,753,8228,0,0,380,29531,6672,22859,77.40679286173851,8608,Monthly-AE-October-2024-revised.csv
2024-10-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9029,0,0,42,0,0,3373,0,0,0,0,0,511,0,3045,0,0,559,9071,3373,5698,62.81556608973652,3604,Monthly-AE-October-2024-revised.csv
2024-10-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9227,0,0,0,0,0,3451,0,0,0,0,0,788,24,2005,0,0,390,9227,3451,5776,62.59889454860735,2395,Monthly-AE-October-2024-revised.csv
2024-10-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,7336,0,6024,248,0,127,4047,0,307,117,0,11,1195,213,2948,0,266,681,13735,4482,9253,67.36803785948307,3895,Monthly-AE-October-2024-revised.csv
2024-10-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,14981,0,4400,316,0,448,6417,0,208,71,0,6,516,847,3826,0,36,1517,20145,6702,13443,66.73119880863737,5379,Monthly-AE-October-2024-revised.csv
2024-10-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,7574,0,1382,0,0,0,3200,0,0,0,0,0,637,444,1714,0,0,509,8956,3200,5756,64.26976328718177,2223,Monthly-AE-October-2024-revised.csv
2024-10-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,7823,0,650,31,0,0,2997,0,0,0,0,0,511,512,1885,0,0,375,8504,2997,5507,64.75776105362182,2260,Monthly-AE-October-2024-revised.csv
2024-10-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,11235,0,5746,229,0,280,5553,0,123,95,0,12,676,573,2846,0,20,406,17490,5783,11707,66.93539165237279,3272,Monthly-AE-October-2024-revised.csv
2024-10-01,RH5,SOMERSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,13140,0,9517,0,0,0,5631,0,236,0,0,0,491,78,3303,0,0,2173,22657,5867,16790,74.10513307145695,5476,Monthly-AE-October-2024-revised.csv
2024-10-01,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,12376,0,4635,1180,0,75,5046,0,5,409,0,0,1712,109,4090,0,0,2289,18266,5460,12806,70.10839811671958,6379,Monthly-AE-October-2024-revised.csv
2024-10-01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,12497,1243,0,266,0,0,4456,124,0,94,0,0,382,16,4045,3,0,1653,14006,4674,9332,66.62858774810795,5701,Monthly-AE-October-2024-revised.csv
2024-10-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9401,1200,7950,373,2,992,5243,0,193,186,0,28,1514,18,3820,0,0,3123,19918,5650,14268,71.63369816246612,6943,Monthly-AE-October-2024-revised.csv
2024-10-01,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,NHS ENGLAND SOUTH EAST,10460,830,3080,1196,0,709,6042,9,95,0,0,0,1594,131,3495,0,0,2617,16275,6146,10129,62.236559139784944,6112,Monthly-AE-October-2024-revised.csv
2024-10-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,11638,2479,1390,975,24,0,4294,21,0,271,0,0,539,0,2340,0,0,404,16506,4586,11920,72.21616381921726,2744,Monthly-AE-October-2024-revised.csv
2024-10-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,NHS ENGLAND LONDON,10724,763,7247,0,0,0,4889,67,353,0,0,0,189,76,2185,0,0,288,18734,5309,13425,71.66115084872425,2473,Monthly-AE-October-2024-revised.csv
2024-10-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,NHS ENGLAND LONDON,14416,0,10995,0,0,0,7615,0,1508,0,0,0,1215,802,4024,0,0,1474,25411,9123,16288,64.09822517807248,5498,Monthly-AE-October-2024-revised.csv
2024-10-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,NHS ENGLAND LONDON,12732,0,5002,0,0,0,5066,0,0,0,0,0,313,692,1333,0,0,95,17734,5066,12668,71.43340475921958,1428,Monthly-AE-October-2024-revised.csv
2024-10-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,9297,0,3353,554,0,0,2771,0,4,86,0,0,635,798,2685,0,0,777,13204,2861,10343,78.33232353832172,3462,Monthly-AE-October-2024-revised.csv
2024-10-01,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,61,0,0,0,,68,Monthly-AE-October-2024-revised.csv
2024-10-01,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,8720,0,442,0,0,0,3373,0,0,0,0,0,441,1,2487,0,0,926,9162,3373,5789,63.18489412791967,3413,Monthly-AE-October-2024-revised.csv
2024-10-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,NHS ENGLAND MIDLANDS,13787,540,8450,755,0,547,7662,0,83,381,0,22,998,1126,5134,0,0,3897,24079,8148,15931,66.16138543959467,9031,Monthly-AE-October-2024-revised.csv
2024-10-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,8854,0,6531,0,0,435,4323,0,40,0,0,1,653,859,5610,0,0,497,15820,4364,11456,72.41466498103667,6107,Monthly-AE-October-2024-revised.csv
2024-10-01,RJN,EAST CHESHIRE NHS TRUST,NHS ENGLAND NORTH WEST,4608,0,0,75,0,45,2299,0,0,0,0,0,220,252,918,0,0,251,4728,2299,2429,51.37478849407783,1169,Monthly-AE-October-2024-revised.csv
2024-10-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,5106,0,2425,0,0,0,2859,0,208,0,0,0,253,717,1730,0,0,1558,7531,3067,4464,59.27499668038773,3288,Monthly-AE-October-2024-revised.csv
2024-10-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,15923,0,8840,60,0,1252,7443,0,542,19,0,1,1818,828,4072,0,0,311,26075,8005,18070,69.30009587727709,4383,Monthly-AE-October-2024-revised.csv
2024-10-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,10856,0,5622,339,0,151,4824,0,256,152,0,1,812,150,3933,0,0,251,16968,5233,11735,69.15959453088166,4184,Monthly-AE-October-2024-revised.csv
2024-10-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,NHS ENGLAND SOUTH WEST,9604,154,5208,0,0,0,4906,0,106,0,0,0,577,718,2947,0,0,1484,14966,5012,9954,66.51075771749298,4431,Monthly-AE-October-2024-revised.csv
2024-10-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,NHS ENGLAND MIDLANDS,12224,837,6415,0,0,0,5748,157,229,0,0,0,102,39,1854,33,120,586,19476,6134,13342,68.50482645307045,2593,Monthly-AE-October-2024-revised.csv
2024-10-01,RKE,WHITTINGTON HEALTH NHS TRUST,NHS ENGLAND LONDON,9209,0,0,0,0,0,2424,0,0,0,0,0,237,331,1357,0,0,50,9209,2424,6785,73.67792377022478,1407,Monthly-AE-October-2024-revised.csv
2024-10-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,,36,Monthly-AE-October-2024-revised.csv
2024-10-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,NHS ENGLAND MIDLANDS,13180,0,8034,105,0,774,4103,0,84,18,0,0,984,553,5950,0,0,957,22093,4205,17888,80.96682207033902,6907,Monthly-AE-October-2024-revised.csv
