period,org_code,org_name,region,attendances_type1,attendances_type2,attendances_type3,attendances_type1_booked,attendances_type2_booked,attendances_type3_booked,over_4hrs_type1,over_4hrs_type2,over_4hrs_type3,over_4hrs_type1_booked,over_4hrs_type2_booked,over_4hrs_type3_booked,wait_4_12h_dta,wait_12h_plus_dta,emergency_admissions_type1,emergency_admissions_type2,emergency_admissions_type3,emergency_admissions_other,total_attendances,total_over_4_hours,in_4_hours,pct_in_4_hours,total_emergency_admissions,source_file
2025-05-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,9591,0,3251,155,0,1465,3396,0,109,16,0,39,622,280,3194,0,19,967,14462,3560,10902,75.38376434794634,4180,May-2025-CSV-revised.csv
2025-05-01,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,1171,0,0,38,0,0,3,0,0,0,0,0,0,0,0,0,1209,3,1206,99.75186104218362,0,May-2025-CSV-revised.csv
2025-05-01,RVJ,NORTH BRISTOL NHS TRUST,NHS ENGLAND SOUTH WEST,9454,0,0,34,0,0,3458,0,0,9,0,0,603,366,2654,0,0,2200,9488,3467,6021,63.45910623946037,4854,May-2025-CSV-revised.csv
2025-05-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND LONDON,11686,0,1714,122,0,23,4163,0,29,21,0,2,438,975,2332,0,0,182,13545,4215,9330,68.88150609080841,2514,May-2025-CSV-revised.csv
2025-05-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,12541,0,13343,0,0,0,5695,0,358,0,0,0,452,1210,2957,0,594,517,25884,6053,19831,76.6148972338124,4068,May-2025-CSV-revised.csv
2025-05-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,4893,0,11483,0,0,0,2330,0,18,0,0,0,161,1,1643,0,476,2373,16376,2348,14028,85.66194430874451,4492,May-2025-CSV-revised.csv
2025-05-01,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,0,0,3058,0,0,0,0,0,156,0,0,0,0,0,0,0,1,141,3058,156,2902,94.89862655330282,142,May-2025-CSV-revised.csv
2025-05-01,RW4,MERSEY CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,13831,0,0,0,0,0,132,0,0,0,0,0,0,0,0,40,13831,132,13699,99.04562215313426,40,May-2025-CSV-revised.csv
2025-05-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9636,0,4518,0,0,0,5515,0,685,0,0,0,1035,467,3684,0,0,2249,14154,6200,7954,56.19612830295323,5933,May-2025-CSV-revised.csv
2025-05-01,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,17298,0,3864,0,0,0,6855,0,350,0,0,0,1075,942,4758,0,0,1106,21162,7205,13957,65.95312352329647,5864,May-2025-CSV-revised.csv
2025-05-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NHS ENGLAND MIDLANDS,22382,1978,0,0,0,0,9216,159,0,0,0,0,1435,609,6579,3,0,3631,24360,9375,14985,61.51477832512315,10213,May-2025-CSV-revised.csv
2025-05-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NHS ENGLAND SOUTH EAST,18728,0,2370,928,0,200,3906,0,26,147,0,0,1010,111,5136,0,0,1002,22226,4079,18147,81.64761990461622,6138,May-2025-CSV-revised.csv
2025-05-01,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND EAST OF ENGLAND,8361,0,7948,0,0,825,2756,0,33,0,0,0,762,30,4420,0,0,551,17134,2789,14345,83.72242325201354,4971,May-2025-CSV-revised.csv
2025-05-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,NHS ENGLAND EAST OF ENGLAND,8815,0,8659,0,0,0,4414,0,86,0,0,0,220,132,2828,0,8,216,17474,4500,12974,74.24745335927663,3052,May-2025-CSV-revised.csv
2025-05-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,8299,0,1098,290,0,1223,3564,0,77,124,0,7,834,316,2693,0,55,845,10910,3772,7138,65.42621448212648,3593,May-2025-CSV-revised.csv
2025-05-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,13949,0,6564,0,0,0,7070,0,96,0,0,0,693,819,2752,0,0,913,20513,7166,13347,65.06605567201287,3665,May-2025-CSV-revised.csv
2025-05-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,7196,0,3319,300,0,46,3702,0,45,96,0,1,804,760,1802,0,0,128,10861,3844,7017,64.60731056072184,1930,May-2025-CSV-revised.csv
2025-05-01,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,0,0,1662,0,0,0,0,0,8,0,0,0,0,0,0,0,40,0,1662,8,1654,99.51865222623346,40,May-2025-CSV-revised.csv
2025-05-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16305,0,0,0,0,0,2568,0,0,0,0,0,719,5,2811,0,0,203,16305,2568,13737,84.25022999080036,3014,May-2025-CSV-revised.csv
2025-05-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,13644,2131,0,0,0,0,6813,80,0,0,0,0,311,460,4186,0,715,4283,15775,6893,8882,56.30427892234548,9184,May-2025-CSV-revised.csv
2025-05-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,8442,0,2476,2251,0,1525,3019,0,30,0,0,0,184,20,3122,0,0,539,14694,3049,11645,79.25003402749421,3661,May-2025-CSV-revised.csv
2025-05-01,RXF,MID YORKSHIRE TEACHING NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,17183,127,6434,124,0,108,6363,0,139,0,0,0,1995,175,3679,0,171,848,23976,6502,17474,72.88121454788121,4698,May-2025-CSV-revised.csv
2025-05-01,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,,127,May-2025-CSV-revised.csv
2025-05-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,11353,1283,8458,348,0,0,4165,227,176,144,0,0,702,145,2680,0,0,532,21442,4712,16730,78.02443801884152,3212,May-2025-CSV-revised.csv
2025-05-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,9115,0,10342,451,0,392,4185,0,70,158,0,0,677,367,2825,0,0,1772,20300,4413,15887,78.26108374384236,4597,May-2025-CSV-revised.csv
2025-05-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,12077,0,3555,274,0,130,4478,0,121,44,0,2,1008,476,3015,0,112,1460,16036,4645,11391,71.03392367173859,4587,May-2025-CSV-revised.csv
2025-05-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,13233,0,4259,0,0,7722,5320,0,0,0,0,0,2030,13,4487,0,0,710,25214,5320,19894,78.90061077179345,5197,May-2025-CSV-revised.csv
2025-05-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,10764,1269,3107,0,0,0,3303,0,95,0,0,0,275,252,4052,929,0,2189,15140,3398,11742,77.55614266842801,7170,May-2025-CSV-revised.csv
2025-05-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,13655,0,11300,0,0,0,4634,0,440,0,0,0,532,1119,3950,0,78,1544,24955,5074,19881,79.66740132238029,5572,May-2025-CSV-revised.csv
2025-05-01,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,11139,0,2719,0,0,0,6432,0,567,0,0,0,488,1379,3189,0,156,1997,13858,6999,6859,49.49487660557079,5342,May-2025-CSV-revised.csv
2025-05-01,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,3030,0,0,166,0,0,50,0,0,1,0,0,0,0,0,0,3196,51,3145,98.40425531914893,0,May-2025-CSV-revised.csv
2025-05-01,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,NHS ENGLAND EAST OF ENGLAND,0,0,1194,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,1194,91,1103,92.3785594639866,0,May-2025-CSV-revised.csv
2025-05-01,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,NHS ENGLAND MIDLANDS,0,0,8967,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,8967,214,8753,97.61347161815546,0,May-2025-CSV-revised.csv
2025-05-01,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,4576,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,4576,307,4269,93.29108391608392,0,May-2025-CSV-revised.csv
2025-05-01,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,0,0,8372,0,0,1657,0,0,166,0,0,9,0,0,0,0,0,0,10029,175,9854,98.25506032505733,0,May-2025-CSV-revised.csv
2025-05-01,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,2037,0,0,10,0,0,49,0,0,0,0,0,0,0,0,0,2047,49,1998,97.60625305324865,0,May-2025-CSV-revised.csv
2025-05-01,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,0,0,0,,87,May-2025-CSV-revised.csv
2025-05-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,12279,4092,7480,0,0,489,5451,74,443,0,0,0,749,366,3806,0,0,1154,24340,5968,18372,75.48069022185703,4960,May-2025-CSV-revised.csv
2025-05-01,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,27027,1541,2028,1836,0,787,9659,22,211,432,0,8,720,588,9033,38,99,1559,33219,10332,22887,68.89731780005418,10729,May-2025-CSV-revised.csv
2025-05-01,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,0,0,13220,0,0,531,0,0,204,0,0,6,0,0,0,0,0,0,13751,210,13541,98.47283833902989,0,May-2025-CSV-revised.csv
2025-05-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,0,0,9707,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,9707,26,9681,99.73215205521788,0,May-2025-CSV-revised.csv
2025-05-01,Y00751,EAST BERKS PRIMARY CARE OOH(WAM),NHS ENGLAND SOUTH EAST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,May-2025-CSV-revised.csv
2025-05-01,Y02147,URGENT CARE CENTRE (QMS),NHS ENGLAND LONDON,0,0,8062,0,0,417,0,0,125,0,0,0,0,0,0,0,0,0,8479,125,8354,98.52576954829578,0,May-2025-CSV-revised.csv
2025-05-01,Y02428,PUTNOE WALK IN CENTRE,NHS ENGLAND EAST OF ENGLAND,0,0,2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636,0,2636,100.0,0,May-2025-CSV-revised.csv
2025-05-01,Y02532,MIRIAM MINOR EMERGENCY,NHS ENGLAND NORTH WEST,0,0,1612,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1612,2,1610,99.87593052109182,0,May-2025-CSV-revised.csv
2025-05-01,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,NHS ENGLAND MIDLANDS,0,0,6661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6661,0,6661,100.0,0,May-2025-CSV-revised.csv
2025-05-01,Y02676,BRIGHTON STATION HEALTH CENTRE,NHS ENGLAND SOUTH EAST,0,0,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,0,1986,100.0,0,May-2025-CSV-revised.csv
2025-05-01,Y03007,ERDINGTON GP HEALTH & WELLBEING WIC,NHS ENGLAND MIDLANDS,0,0,0,0,0,2082,0,0,0,0,0,0,0,0,0,0,0,0,2082,0,2082,100.0,0,May-2025-CSV-revised.csv
2025-05-01,Y03218,THE PINN UNREGISTERED WIC,NHS ENGLAND LONDON,0,0,843,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,852,0,852,100.0,0,May-2025-CSV-revised.csv
2025-05-01,Y07709,READING URGENT CARE CENTRE,NHS ENGLAND SOUTH EAST,0,0,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916,0,1916,100.0,0,May-2025-CSV-revised.csv
2025-06-01,8J094,BADGER LTD,NHS ENGLAND MIDLANDS,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,988,0,988,100.0,0,June-2025-CSV-revised.csv
2025-06-01,A5D4Q,NEMS UTC,NHS ENGLAND MIDLANDS,0,0,3731,0,0,0,0,0,722,0,0,0,0,0,0,0,0,0,3731,722,3009,80.64861967300992,0,June-2025-CSV-revised.csv
2025-06-01,AAH,TETBURY HOSPITAL TRUST LTD,NHS ENGLAND SOUTH WEST,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,611,100.0,0,June-2025-CSV-revised.csv
2025-06-01,ACH01,WHITSTABLE MEDICAL PRACTICE,NHS ENGLAND SOUTH EAST,0,0,4942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4942,0,4942,100.0,0,June-2025-CSV-revised.csv
2025-06-01,AD913,BECKENHAM BEACON UCC,NHS ENGLAND LONDON,0,0,3629,0,0,239,0,0,40,0,0,0,0,0,0,0,0,0,3868,40,3828,98.96587383660807,0,June-2025-CSV-revised.csv
2025-06-01,AJN,WORKINGTON HEALTH LIMITED,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,401,100.0,0,June-2025-CSV-revised.csv
2025-06-01,AQM01,FAVERSHAM MEDICAL PRACTICE MIU,NHS ENGLAND SOUTH EAST,0,0,2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2755,0,2755,100.0,0,June-2025-CSV-revised.csv
2025-06-01,AQN04,PHL LYMINGTON UTC,NHS ENGLAND SOUTH EAST,0,0,3421,0,0,1,0,0,104,0,0,0,0,0,0,0,0,0,3422,104,3318,96.96084161309176,0,June-2025-CSV-revised.csv
2025-06-01,ARN03,LOCAL CARE DIRECT,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,2174,0,0,165,0,0,9,0,0,0,0,0,0,0,0,0,2339,9,2330,99.61522017956392,0,June-2025-CSV-revised.csv
2025-06-01,C82009,MARKET HARBOROUGH MED.CTR,NHS ENGLAND MIDLANDS,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,336,100.0,0,June-2025-CSV-revised.csv
2025-06-01,C82038,LATHAM HOUSE MEDICAL PRACTICE,NHS ENGLAND MIDLANDS,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,426,100.0,0,June-2025-CSV-revised.csv
2025-06-01,C83023,SLEAFORD MEDICAL GROUP,NHS ENGLAND MIDLANDS,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,453,0,453,100.0,5,June-2025-CSV-revised.csv
2025-06-01,DT301,HERTS URGENT CARE (ASCOTS LANE),NHS ENGLAND EAST OF ENGLAND,0,0,2403,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,2403,111,2292,95.38077403245943,0,June-2025-CSV-revised.csv
2025-06-01,G0Q0L,BARKING HOSPITAL UTC,NHS ENGLAND LONDON,0,0,2890,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,2890,32,2858,98.89273356401384,0,June-2025-CSV-revised.csv
2025-06-01,G3P9C,TROWBRIDGE MINOR INJURIES UNIT,NHS ENGLAND SOUTH WEST,0,0,1048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1048,1,1047,99.90458015267176,0,June-2025-CSV-revised.csv
2025-06-01,K6K0R,HAROLD WOOD POLYCLINIC UTC,NHS ENGLAND LONDON,0,0,2715,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,2715,23,2692,99.15285451197053,0,June-2025-CSV-revised.csv
2025-06-01,L83087,OKEHAMPTON MEDICAL CENTRE,NHS ENGLAND SOUTH WEST,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,99,100.0,0,June-2025-CSV-revised.csv
2025-06-01,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,NHS ENGLAND SOUTH EAST,0,0,2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636,0,2636,100.0,0,June-2025-CSV-revised.csv
2025-06-01,NL7,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),NHS ENGLAND MIDLANDS,0,0,2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2863,0,2863,100.0,0,June-2025-CSV-revised.csv
2025-06-01,NLX,SIRONA CARE & HEALTH,NHS ENGLAND SOUTH WEST,0,0,9376,0,0,354,0,0,417,0,0,40,0,0,0,0,0,0,9730,457,9273,95.30318602261049,0,June-2025-CSV-revised.csv
2025-06-01,NNF09,BRANSHOLME HEALTH CENTRE,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,3846,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,3846,525,3321,86.34945397815913,0,June-2025-CSV-revised.csv
2025-06-01,NNF16,BRIDLINGTON HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,1526,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,1526,62,1464,95.93709043250328,0,June-2025-CSV-revised.csv
2025-06-01,NNF94,EAST RIDING COMMUNITY HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,3038,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,3038,212,2826,93.02172481895984,0,June-2025-CSV-revised.csv
2025-06-01,NNFA7,GOOLE & DISTRICT HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,1790,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1790,5,1785,99.72067039106145,0,June-2025-CSV-revised.csv
2025-06-01,NNJ,DHU HEALTH CARE C.I.C,NHS ENGLAND MIDLANDS,0,0,1914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1914,1,1913,99.94775339602926,0,June-2025-CSV-revised.csv
2025-06-01,NNJ07,LOUGHBOROUGH URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,0,0,5332,0,0,2551,0,0,23,0,0,4,0,0,0,0,0,0,7883,27,7856,99.65749080299378,0,June-2025-CSV-revised.csv
2025-06-01,NNJ0H,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,NHS ENGLAND MIDLANDS,0,0,184,0,0,2165,0,0,0,0,0,0,0,0,0,0,0,0,2349,0,2349,100.0,0,June-2025-CSV-revised.csv
2025-06-01,NNJ12,MARKET HARBOROUGH,NHS ENGLAND MIDLANDS,0,0,98,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,517,0,517,100.0,0,June-2025-CSV-revised.csv
2025-06-01,NNJ13,MELTON MOWBRAY,NHS ENGLAND MIDLANDS,0,0,46,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,377,0,377,100.0,0,June-2025-CSV-revised.csv
2025-06-01,NNJ14,OADBY,NHS ENGLAND MIDLANDS,0,0,518,0,0,2240,0,0,0,0,0,0,0,0,0,0,0,0,2758,0,2758,100.0,0,June-2025-CSV-revised.csv
2025-06-01,NNJ15,OAKHAM,NHS ENGLAND MIDLANDS,0,0,55,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,415,0,415,100.0,0,June-2025-CSV-revised.csv
2025-06-01,NQT1I,CHIPPENHAM COMMUNITY HOSPITAL,NHS ENGLAND SOUTH WEST,0,0,1833,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1833,37,1796,97.98145117294054,0,June-2025-CSV-revised.csv
2025-06-01,NQT51,STATION PLAZA HEALTH CENTRE,NHS ENGLAND SOUTH EAST,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,0,987,100.0,0,June-2025-CSV-revised.csv
2025-06-01,NQT5F,SKELMERSDALE WALK IN CENTRE,NHS ENGLAND NORTH WEST,0,0,1587,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1587,9,1578,99.43289224952741,0,June-2025-CSV-revised.csv
2025-06-01,NQT5H,PAULTON MEMORIAL HOSPITAL,NHS ENGLAND SOUTH WEST,0,0,1290,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1290,5,1285,99.6124031007752,0,June-2025-CSV-revised.csv
2025-06-01,NQTE4,SUMMERFIELD URGENT CARE CENTRE,NHS ENGLAND MIDLANDS,0,0,2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2962,0,2962,100.0,0,June-2025-CSV-revised.csv
2025-06-01,NR3,NOTTINGHAM CITYCARE PARTNERSHIP,NHS ENGLAND MIDLANDS,0,0,4946,0,0,258,0,0,377,0,0,0,0,0,0,0,0,0,5204,377,4827,92.75557263643351,0,June-2025-CSV-revised.csv
2025-06-01,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,NHS ENGLAND SOUTH EAST,0,0,5502,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,5502,261,5241,95.25627044711014,0,June-2025-CSV-revised.csv
2025-06-01,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,NHS ENGLAND SOUTH EAST,0,0,5372,0,0,152,0,0,171,0,0,3,0,0,0,0,0,0,5524,174,5350,96.85010861694424,0,June-2025-CSV-revised.csv
2025-06-01,NTV0B,ASHFORD WALK-IN-CENTRE,NHS ENGLAND SOUTH EAST,0,0,2273,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,2273,278,1995,87.76946766388033,0,June-2025-CSV-revised.csv
2025-06-01,NTV0W,WOKING WALK IN CENTRE,NHS ENGLAND SOUTH EAST,0,0,2655,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,2655,195,2460,92.65536723163842,0,June-2025-CSV-revised.csv
2025-06-01,NV693,ROSSENDALE MIU & OOH,NHS ENGLAND NORTH WEST,0,0,1112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1112,1,1111,99.91007194244604,0,June-2025-CSV-revised.csv
2025-06-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,24752,3028,11652,3295,544,905,10611,102,600,1260,12,91,3081,108,5660,135,150,456,44176,12676,31500,71.30568634552698,6401,June-2025-CSV-revised.csv
2025-06-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,11137,1252,5843,808,0,1450,5337,21,311,425,0,109,779,2,4313,14,0,1492,20490,6203,14287,69.72669594924353,5819,June-2025-CSV-revised.csv
2025-06-01,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,14718,0,5172,0,0,0,5721,0,0,0,0,0,603,80,4087,3,0,2474,19890,5721,14169,71.236802413273,6564,June-2025-CSV-revised.csv
2025-06-01,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,NHS ENGLAND MIDLANDS,0,0,3487,0,0,2,0,0,51,0,0,0,0,0,0,0,0,0,3489,51,3438,98.53826311263973,0,June-2025-CSV-revised.csv
2025-06-01,R1F,ISLE OF WIGHT NHS TRUST,NHS ENGLAND SOUTH EAST,4192,291,1567,23,0,19,1754,0,115,11,0,0,264,181,1389,0,0,66,6092,1880,4212,69.13985554826002,1455,June-2025-CSV-revised.csv
2025-06-01,R1H,BARTS HEALTH NHS TRUST,NHS ENGLAND LONDON,25464,1009,18454,0,0,0,11582,44,2205,0,0,0,1234,960,4113,1,35,1124,44927,13831,31096,69.21450352794534,5273,June-2025-CSV-revised.csv
2025-06-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,13432,0,15614,0,0,0,6122,0,213,0,0,0,451,196,6484,0,0,318,29046,6335,22711,78.18976795427942,6802,June-2025-CSV-revised.csv
2025-06-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,6763,0,1944,883,0,19,1863,0,0,189,0,0,296,5,2491,0,0,1035,9609,2052,7557,78.64502029347487,3526,June-2025-CSV-revised.csv
2025-06-01,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,15491,2556,0,0,0,0,5239,161,0,0,0,0,917,137,5237,9,0,1466,18047,5400,12647,70.07812932897434,6712,June-2025-CSV-revised.csv
2025-06-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,6570,0,3704,429,0,156,2841,0,8,169,0,1,273,70,2175,0,0,1147,10859,3019,7840,72.1981766276821,3322,June-2025-CSV-revised.csv
2025-06-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,9369,1106,3297,0,0,0,2373,0,1,0,0,0,653,63,2606,0,11,1360,13772,2374,11398,82.76212605286088,3977,June-2025-CSV-revised.csv
2025-06-01,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,NHS ENGLAND EAST OF ENGLAND,30471,0,3900,1,0,2,8343,0,120,0,0,0,2177,165,8598,0,173,1339,34374,8463,25911,75.3796474079246,10110,June-2025-CSV-revised.csv
2025-06-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,25688,575,16341,153,1,174,8647,10,748,58,0,17,1181,1691,6243,2,106,730,42932,9480,33452,77.91856889965527,7081,June-2025-CSV-revised.csv
2025-06-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,NHS ENGLAND LONDON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,,37,June-2025-CSV-revised.csv
2025-06-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,5813,0,6820,0,0,0,2574,0,125,0,0,0,324,33,2228,0,0,77,12633,2699,9934,78.63532019314493,2305,June-2025-CSV-revised.csv
2025-06-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,NHS ENGLAND LONDON,0,0,1728,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1728,60,1668,96.52777777777777,0,June-2025-CSV-revised.csv
